City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
455,Flinders,AU,-34.5833,150.8552,61.21,90,39,7.02,scattered clouds
456,Kristiansund,NO,63.1115,7.732,57.85,72,0,5.75,clear sky
457,Angoche,MZ,-16.2325,39.9086,84.31,61,6,19.06,clear sky
458,Orcopampa,PE,-15.2661,-72.3417,44.37,54,92,2.86,overcast clouds
459,Palana,RU,59.1167,159.9667,38.66,90,68,10.13,broken clouds
460,Fenoarivo,MG,-18.933,47.4354,73.47,43,75,12.66,broken clouds
461,Bachaquero,VE,9.9694,-71.1494,78.26,83,100,5.79,overcast clouds
462,Dothan,US,31.2232,-85.3905,70.97,96,1,1.01,mist
463,Kenai,US,60.5544,-151.2583,39.25,67,90,9.22,overcast clouds
464,Ostersund,SE,63.1792,14.6357,51.62,87,90,18.41,overcast clouds
465,Sinnamary,GF,5.3833,-52.95,81.21,81,70,8.46,broken clouds
466,Nogent-Le-Rotrou,FR,48.3333,1.0,59.05,71,100,22.59,light rain
467,Coolum Beach,AU,-26.5333,153.1,64.11,75,2,6.53,clear sky
468,Kysyl-Syr,RU,63.8986,122.7617,31.14,71,51,4.54,broken clouds
469,Souillac,MU,-20.5167,57.5167,77.36,65,32,15.99,scattered clouds
470,Miri,MY,4.4148,114.0089,80.74,83,40,0.0,scattered clouds
471,Santa Cruz,BO,-17.8,-63.1667,72.75,66,55,2.15,broken clouds
472,Letterkenny,IE,54.95,-7.7333,51.69,86,100,8.21,overcast clouds
473,Hamilton,US,39.1834,-84.5333,58.87,90,90,1.01,mist
474,Nadadores,MX,27.05,-101.6,72.14,88,100,2.26,overcast clouds
475,Moose Factory,CA,51.2585,-80.6094,48.2,87,90,6.91,overcast clouds
476,Luderitz,NA,-26.6481,15.1594,68.58,49,0,26.42,clear sky
477,Baykit,RU,61.67,96.37,36.82,97,100,3.65,light rain
478,Blantyre,MW,-15.785,35.0085,79.41,39,75,18.41,broken clouds
479,Toro,CO,4.6117,-76.0814,68.68,98,95,1.28,overcast clouds
480,Ziyang,CN,29.2497,117.8547,78.49,67,6,3.96,clear sky
481,Kuala Selangor,MY,3.35,101.25,88.0,77,99,7.02,overcast clouds
482,Balkanabat,TM,39.5108,54.3671,70.99,23,0,9.33,clear sky
483,Emilio Carranza,MX,19.9711,-96.6114,76.95,79,100,3.33,overcast clouds
484,Kavaratti,IN,10.5669,72.642,80.06,80,100,13.35,light rain
485,Simoes,BR,-7.5989,-40.8178,83.41,41,6,9.15,clear sky
486,Roanoke,US,37.271,-79.9414,57.52,96,0,2.15,clear sky
487,Praia,CV,14.9215,-23.5087,84.74,65,20,14.97,few clouds
488,Benghazi,LY,32.1167,20.0667,77.4,53,6,12.71,clear sky
489,Smithers,CA,54.7804,-127.1743,41.32,87,90,8.05,light rain
490,Darnah,LY,32.767,22.6367,72.81,59,54,20.74,broken clouds
491,Kochinda,IN,21.7333,84.35,87.76,79,58,6.06,broken clouds
492,Rocha,UY,-34.4833,-54.3333,53.73,77,0,4.16,clear sky
493,Anori,BR,-3.7728,-61.6442,73.99,94,100,0.07,overcast clouds
494,Sagua De Tanamo,CU,20.5819,-75.2414,73.67,93,17,2.57,few clouds
495,Biltine,TD,14.5333,20.9167,98.13,12,0,5.95,clear sky
496,Sambava,MG,-14.2667,50.1667,78.96,62,39,12.03,scattered clouds
497,Goure,NE,13.9835,10.2704,99.01,12,37,4.56,scattered clouds
498,Baie-Comeau,CA,49.2168,-68.1489,47.88,87,90,5.75,overcast clouds
499,Nata,PA,8.3333,-80.5167,73.42,92,28,2.66,scattered clouds
500,Shu,KZ,43.5983,73.7614,49.23,41,47,3.18,scattered clouds
501,Lewisporte,CA,49.2499,-55.0482,55.13,94,95,5.28,overcast clouds
502,Savannah Bight,HN,16.45,-85.85,82.0,74,11,14.76,few clouds
503,Talnakh,RU,69.4865,88.3972,23.72,93,69,3.27,broken clouds
504,Kamphaeng Phet,TH,16.25,99.5,81.95,80,60,1.23,broken clouds
505,Wucheng,CN,29.6008,118.175,77.54,75,19,2.59,few clouds
506,Bonfim,BR,3.0833,-59.95,78.08,76,94,3.09,overcast clouds
507,Xai-Xai,MZ,-25.0519,33.6442,92.32,31,96,7.31,overcast clouds
508,Rong Kwang,TH,18.339,100.3174,85.48,92,89,2.3,overcast clouds
509,Cumana,VE,10.4635,-64.1775,82.49,74,51,6.02,broken clouds
510,Vanavara,RU,60.34,102.2797,36.37,98,89,5.01,overcast clouds
511,Hurricane,US,37.1753,-113.2899,56.59,30,0,5.99,clear sky
512,Quelimane,MZ,-17.8786,36.8883,89.55,58,20,14.97,few clouds
513,Tangping,CN,22.0265,111.9323,78.93,81,6,3.58,light rain
514,Bandhi,PK,26.5861,68.3006,98.47,34,39,14.23,scattered clouds
515,Dawlatabad,AF,36.4141,64.9053,72.48,20,0,11.52,clear sky
516,Preobrazheniye,RU,42.9019,133.9064,55.18,68,50,8.55,scattered clouds
517,Omsukchan,RU,62.5333,155.8,25.74,93,69,5.99,broken clouds
518,Krasnoselkup,RU,65.7,82.4667,32.5,96,100,9.55,overcast clouds
519,Llallagua,BO,-18.4167,-66.6333,35.29,63,12,4.65,few clouds
520,Ardalstangen,NO,61.2371,7.6983,56.1,61,98,5.01,overcast clouds
521,San Quintin,MX,30.4833,-115.95,70.36,63,62,4.03,broken clouds
522,Zanjan,IR,36.6736,48.4787,73.09,27,0,4.61,clear sky
523,Barranca,PE,-10.75,-77.7667,60.4,88,96,6.26,overcast clouds
524,Lafayette,US,30.2335,-92.0668,74.05,99,90,0.0,overcast clouds
525,Ambon,ID,-3.6954,128.1814,80.51,81,97,2.73,overcast clouds
526,Filadelfia,US,39.9523,-75.1638,53.94,92,1,0.0,clear sky
527,Groningen,NL,53.25,6.75,62.22,79,75,5.01,broken clouds
528,Puerto Ayacucho,VE,5.6639,-67.6236,73.74,94,89,3.49,overcast clouds
529,Klyuchi,RU,52.2667,79.1667,41.16,53,95,13.53,overcast clouds
530,Tahe,CN,52.3333,124.7333,32.4,70,55,1.25,broken clouds
531,Kushima,JP,31.4583,131.2333,75.24,83,0,4.05,clear sky
532,La Ronge,CA,55.1001,-105.2842,44.38,69,1,5.19,clear sky
533,Brooks,CA,50.5834,-111.8851,36.23,80,6,4.61,clear sky
534,Setubal,PT,38.5244,-8.8882,73.54,64,87,7.36,overcast clouds
535,Corner Brook,CA,48.9667,-57.9484,51.93,96,99,1.68,overcast clouds
536,Kalianget,ID,-7.05,113.9333,82.17,72,51,7.36,broken clouds
537,Batagay-Alyta,RU,67.8006,130.4114,20.37,79,1,2.89,clear sky
538,Itirapina,BR,-22.2528,-47.8228,66.13,65,98,5.57,overcast clouds
539,Padang,ID,-0.9492,100.3543,84.25,79,100,2.42,overcast clouds
540,Lugovoy,KZ,42.9472,72.7644,47.79,66,81,4.92,broken clouds
541,Kuopio,FI,62.8924,27.677,49.95,81,90,8.05,overcast clouds
542,Huntington,US,38.4193,-82.4452,51.73,97,1,0.0,clear sky
543,Novyy Urengoy,RU,66.0833,76.6333,31.33,85,100,15.01,overcast clouds
544,Rio Negro,BR,-26.1058,-49.7975,61.63,95,100,3.47,overcast clouds
545,Linxia,CN,35.6003,103.2064,62.01,75,95,11.16,light rain
546,Eenhana,NA,-17.4667,16.3333,82.15,8,0,8.61,clear sky
547,George,ZA,-33.963,22.4617,53.15,94,90,17.27,light rain
548,Hefei,CN,31.8639,117.2808,80.62,57,0,6.71,clear sky
549,Listvyanskiy,RU,54.4399,83.4984,35.19,89,100,8.43,light rain
550,Kibala,TD,9.1104,18.3463,94.95,49,20,9.22,few clouds
551,Dawei,MM,14.0833,98.2,79.0,89,98,3.44,overcast clouds
552,Sao Felix Do Xingu,BR,-6.6447,-51.995,75.42,86,94,1.59,overcast clouds
553,Chadan,RU,51.2833,91.5833,41.34,39,97,1.45,overcast clouds
554,Sabang,ID,5.8933,95.3214,82.87,74,63,7.09,broken clouds
555,Matara,LK,5.9485,80.5353,83.26,71,47,10.49,scattered clouds
556,Zhuhai,CN,22.2769,113.5678,88.97,74,0,6.91,light rain
557,Dunedin,NZ,-45.8742,170.5036,49.5,89,91,5.08,overcast clouds
558,Solsona,ES,41.994,1.5171,74.91,47,81,6.13,broken clouds
559,Kapenguria,KE,1.2511,35.0895,68.49,66,98,5.75,light rain
560,Tema,GH,5.667,-0.0166,86.41,66,40,8.05,light rain
561,Fukue,JP,32.6881,128.8419,75.54,68,0,7.61,clear sky
562,Yataity,PY,-26.3667,-56.0667,66.9,99,100,2.59,overcast clouds
563,Cockburn Town,TC,21.4612,-71.1419,82.62,73,97,12.44,overcast clouds
564,Tiarei,PF,-17.5333,-149.3333,75.0,76,13,20.33,light rain
565,Benito Juarez,MX,19.385,-99.165,57.99,85,90,0.0,overcast clouds
566,Vanimo,PG,-2.6741,141.3028,78.44,86,97,4.7,overcast clouds
567,Taldan,RU,53.6667,124.8,32.16,70,59,2.39,broken clouds
568,Koungou,YT,-12.7336,45.2042,83.91,58,75,12.66,broken clouds
569,Tucumcari,US,35.1717,-103.725,49.95,93,1,0.0,clear sky
570,Karasburg,NA,-28.0167,18.75,63.54,25,26,12.1,scattered clouds
571,Palmer,US,42.1584,-72.3287,50.99,94,40,3.44,scattered clouds
572,Saint-Francois,FR,46.4154,3.9054,72.48,52,0,8.05,clear sky
573,Sovetskiy,RU,61.3614,63.5842,39.81,55,100,8.03,overcast clouds
574,Tigil,RU,57.8,158.6667,42.22,86,100,2.39,overcast clouds
575,Salinopolis,BR,-0.6136,-47.3561,83.12,68,26,11.5,scattered clouds
576,Val-David,CA,46.0334,-74.2159,51.08,96,100,2.53,overcast clouds
577,Bowen,AU,-20.0167,148.2333,74.17,90,2,4.12,clear sky
578,Fare,PF,-16.7,-151.0167,78.93,71,14,19.37,few clouds
579,Kailua,US,21.4022,-157.7394,78.78,76,75,11.5,broken clouds
580,Saint-Joseph,RE,-21.3667,55.6167,77.38,70,25,10.02,scattered clouds
581,Elk,PL,53.8282,22.3647,57.61,59,49,13.89,scattered clouds
582,Andradas,BR,-22.0681,-46.5692,70.47,72,96,4.74,overcast clouds
583,Raub,MY,3.7899,101.857,77.58,90,100,1.83,overcast clouds
584,Gasa,PS,31.5,34.4667,84.9,56,36,11.68,scattered clouds
585,Clinton,US,42.587,-82.9199,60.67,84,1,1.99,clear sky
586,Camabatela,AO,-8.1881,15.375,77.68,56,82,5.68,light rain
587,Taungdwingyi,MM,20.0167,95.55,77.72,89,100,7.76,overcast clouds
588,Koslan,RU,63.4564,48.8989,45.59,87,100,3.4,overcast clouds
589,Maracai,BR,-22.6106,-50.6672,71.53,80,100,5.73,overcast clouds
590,Pitimbu,BR,-7.4706,-34.8086,82.99,75,25,13.8,scattered clouds
591,Cururupu,BR,-1.8283,-44.8683,82.99,68,51,7.16,broken clouds
592,Villafranca De Los Barros,ES,38.5614,-6.3381,79.83,59,87,5.19,overcast clouds
593,Oil City,US,41.4339,-79.7064,52.84,93,1,4.61,clear sky
594,Evans,US,33.5337,-82.1307,67.03,79,2,3.22,clear sky
595,Albina,SR,5.5,-54.05,76.73,95,75,1.63,broken clouds
596,Ashcroft,CA,50.7165,-121.2859,53.94,76,100,6.31,overcast clouds
597,Palu,ID,-0.8917,119.8707,76.78,98,97,1.72,overcast clouds
598,Springdale,US,36.1867,-94.1288,69.62,97,90,5.99,overcast clouds
599,Ramapuram,IN,13.1167,79.2,82.26,71,88,10.89,overcast clouds
600,College,US,64.8569,-147.8028,29.86,95,90,0.0,overcast clouds
601,Houma,US,29.5958,-90.7195,75.99,96,100,5.1,overcast clouds
602,Alta,NO,69.9689,23.2717,52.86,70,75,1.01,broken clouds
603,Canico,PT,32.6333,-16.85,79.72,70,20,19.57,few clouds
604,Amapa,BR,1.0,-52.0,74.84,95,45,1.59,scattered clouds
605,Guerrero Negro,MX,27.9769,-114.0611,69.4,83,0,1.41,clear sky
606,Broken Hill,AU,-31.95,141.4333,65.7,36,86,6.91,overcast clouds
607,Stuhr,DE,53.0333,8.75,62.42,79,75,11.5,broken clouds
608,Preston,GB,53.7667,-2.7167,53.15,3,100,4.0,overcast clouds
609,Kjollefjord,NO,70.9457,27.3465,51.62,71,40,27.63,scattered clouds
610,Aleksandrovka,UA,46.8383,32.7612,62.83,35,32,15.97,scattered clouds
611,Uige,AO,-7.6087,15.0613,83.25,49,78,3.65,broken clouds
612,Mehamn,NO,71.0357,27.8492,51.75,71,40,27.63,scattered clouds
613,Arica,CL,-18.475,-70.3042,62.83,77,90,6.91,overcast clouds
614,Coihaique,CL,-45.5752,-72.0662,31.95,86,0,1.14,clear sky
615,Matay,EG,28.419,30.7792,85.89,32,0,13.6,clear sky
616,Lagunas,PE,-5.2269,-75.6753,71.67,94,9,1.68,clear sky
617,Bitlis,TR,38.5,42.25,74.61,25,40,13.69,scattered clouds
618,Senanga,ZM,-16.1167,23.2667,90.1,27,74,12.12,broken clouds
619,Naze,JP,28.3667,129.4833,75.88,78,0,9.24,clear sky
620,Tacuati,PY,-23.45,-56.5833,72.61,85,81,6.26,broken clouds
621,Boende,CD,-0.2167,20.8667,91.76,40,85,4.23,overcast clouds
622,Kashi,CN,39.4547,75.9797,78.01,12,40,24.61,scattered clouds
623,Tshikapa,CD,-6.4167,20.8,90.14,46,94,5.41,overcast clouds
624,Beloha,MG,-25.1667,45.05,92.52,30,0,14.54,clear sky
625,Kontagora,NG,10.3999,5.4695,88.29,59,55,2.24,broken clouds
626,Mount Gambier,AU,-37.8333,140.7667,53.51,94,90,6.91,overcast clouds
627,Piney Green,US,34.716,-77.3202,65.89,96,1,4.61,clear sky
628,Arua,UG,3.0201,30.9111,73.89,73,98,0.54,moderate rain
629,Basco,PH,20.4487,121.9702,83.32,79,27,20.09,scattered clouds
630,Kalabo,ZM,-14.97,22.6814,77.63,49,100,1.95,overcast clouds
631,Sibolga,ID,1.7427,98.7792,79.97,79,91,1.61,overcast clouds
632,Firovo,RU,57.4814,33.7021,54.1,55,99,4.81,overcast clouds
633,Nemuro,JP,43.3236,145.575,56.75,88,0,10.69,clear sky
634,Asyut,EG,27.181,31.1837,88.0,26,0,16.84,clear sky
635,Castrillon,ES,43.3979,-6.7922,68.22,69,100,11.86,overcast clouds
636,Erenhot,CN,43.6475,111.9767,65.17,21,90,23.47,overcast clouds
637,Morondava,MG,-20.2833,44.2833,82.4,68,17,15.46,few clouds
638,Songea,TZ,-10.6833,35.65,88.03,25,17,8.84,few clouds
639,Nanakuli,US,21.3906,-158.1547,78.75,71,1,0.0,light intensity drizzle
640,Mocuba,MZ,-16.8392,36.9856,100.47,22,26,9.64,scattered clouds
641,Grand-Lahou,CI,5.1367,-5.0242,80.26,79,100,4.52,light rain
642,Povolzhskiy,RU,53.5854,49.7629,51.42,62,100,8.14,overcast clouds
643,Axim,GH,4.8699,-2.2405,82.6,72,100,5.1,light rain
644,Talaya,RU,61.3833,152.75,26.96,88,13,9.71,few clouds
645,Novoagansk,RU,61.9449,76.6625,33.31,95,100,9.66,light snow
646,Calhoun,US,42.2506,-85.0005,59.94,68,1,0.0,clear sky
647,Port Hedland,AU,-20.3167,118.5667,73.45,60,3,18.41,clear sky
648,Caravelas,BR,-17.7125,-39.2481,79.9,70,31,8.46,scattered clouds
649,Brekstad,NO,63.687,9.6654,63.55,72,20,5.75,few clouds
650,Marsabit,KE,2.3284,37.9899,80.65,29,99,17.63,overcast clouds
651,Necochea,AR,-38.5473,-58.7368,50.04,70,86,11.83,overcast clouds
652,Ayagoz,KZ,47.9714,80.4392,43.57,43,100,10.09,overcast clouds
653,Puerto Colombia,CO,10.9878,-74.9547,77.09,88,77,9.73,broken clouds
654,Kahului,US,20.8947,-156.47,75.22,88,1,13.8,clear sky
655,Riberalta,BO,-10.9833,-66.1,79.0,78,19,4.61,smoke
656,Camacha,PT,33.0833,-16.3333,72.82,60,75,11.5,broken clouds
657,Carman,CA,49.4992,-98.0016,50.92,93,45,0.0,scattered clouds
658,Ajdabiya,LY,30.7554,20.2263,80.47,37,0,5.59,clear sky
659,Carballo,ES,43.213,-8.691,69.49,88,100,13.65,light rain
660,Kedougou,SN,12.5579,-12.1743,84.78,79,20,6.91,few clouds
661,Udachnyy,RU,66.4167,112.4,29.61,58,16,1.63,few clouds
662,Lantawan,PH,10.6167,123.9833,78.49,82,100,3.56,overcast clouds
663,Matagami,CA,49.7502,-77.6328,44.98,93,100,4.56,overcast clouds
664,Aasiaat,GL,68.7098,-52.8699,21.52,96,75,6.8,broken clouds
665,Makakilo City,US,21.3469,-158.0858,77.32,70,1,0.0,light intensity drizzle
666,Delijan,IR,33.9905,50.6838,77.88,25,0,9.31,clear sky
667,Cambridge,CA,43.3601,-80.3127,57.54,93,1,2.3,clear sky
668,Isla Aguada,MX,18.7833,-91.4667,80.64,80,30,14.5,scattered clouds
669,Sistranda,NO,63.7256,8.834,58.96,87,81,19.19,broken clouds
670,Chalus,IR,36.655,51.4204,63.86,94,90,4.61,mist
671,Oranjestad,AW,12.524,-70.027,79.92,87,99,1.01,overcast clouds
672,Vangaindrano,MG,-23.35,47.6,80.56,61,9,15.66,clear sky
673,Touros,BR,-5.1989,-35.4608,83.3,66,22,14.54,few clouds
674,Ketchikan,US,55.3422,-131.6461,48.18,85,100,14.34,light rain
675,Beatrice,US,40.2681,-96.747,64.04,94,90,3.44,overcast clouds
676,Maneromango,TZ,-7.1988,38.7848,90.19,29,95,10.92,overcast clouds
677,Discovery Bay,US,37.9085,-121.6002,69.44,48,1,0.0,clear sky
678,Tirano,IT,46.2154,10.1679,69.19,74,69,5.12,broken clouds
679,Tessalit,ML,20.1986,1.0114,98.74,9,95,9.46,overcast clouds
680,Bafra,TR,41.5678,35.9069,64.81,55,1,7.49,clear sky
681,San Cristobal,VE,7.7669,-72.225,68.18,90,61,1.95,broken clouds
682,Abu Samrah,SY,35.3029,37.1841,89.08,21,0,5.17,clear sky
683,Kirkwall,GB,58.9848,-2.9587,53.65,75,20,17.27,few clouds
